model,h,alpha,lr,generations,pop_size,runtime_sec,rmse_val,mae_val,r2_val,rmse_test,mae_test,r2_test,best_rmse_val,test_rmse,test_mae,test_r2
GA_opt_MLP,59,0.0005058504424792972,0.05,8,12,52.364,1996.4672965986701,,,2493.391255724303,1899.7247180709608,0.981611251554346,1996.4672965986701,2493.391255724303,1899.7247180709608,0.981611251554346
