model,seq_len,hidden_dim,lr,rmse_val,mae_val,r2_val,rmse_test,mae_test,r2_test,runtime_sec
RNN_Jordan_scratch,3,16,0.005,19909.694542355766,11590.84429884068,-0.08959773195798548,19085.929398329106,11171.712723083105,-0.07745200477756042,7.067
