country,year,industry,transport,services,households,agriculture,total,year_norm,industry_lag1,industry_lag2,transport_lag1,transport_lag2,services_lag1,services_lag2,households_lag1,households_lag2,agriculture_lag1,agriculture_lag2,total_lag1,total_lag2,industry_yoy,transport_yoy,services_yoy,households_yoy,agriculture_yoy,total_yoy,industry_share,transport_share,services_share,households_share,agriculture_share,industry_rm3,transport_rm3,services_rm3,households_rm3,agriculture_rm3,total_rm3
Bulgaria,2019,2678.806,3413.546,1268.032,2162.252,187.459,9710.095000000001,0.8529411764705882,2736.144,2757.516,3374.736,3324.915,1231.216,1167.156,2229.672,2318.715,185.275,177.288,9757.043,9745.59,-0.020955768409849695,0.011500158827238538,0.02990214552117587,-0.030237631364613327,0.011787882876804767,-0.004811703709822535,0.2758784543302614,0.3515460971288128,0.1305890416108184,0.22268082856037966,0.019305578369727586,2724.155333333333,3371.065666666667,1222.1346666666666,2236.879666666667,183.3406666666667,9737.576000000001
Bulgaria,2020,2646.35,3209.758,1066.112,2382.245,188.093,9492.558,0.8823529411764706,2678.806,2736.144,3413.546,3374.736,1268.032,1231.216,2162.252,2229.672,187.459,185.275,9710.095000000001,9757.043,-0.01211584564167767,-0.05969979604786346,-0.159238883561298,0.10174253509766662,0.0033820728799363042,-0.022403179371571547,0.27878154655467996,0.3381341467705543,0.11231029612882007,0.25095922511087104,0.019814785435074506,2687.1,3332.68,1188.4533333333334,2258.0563333333334,186.94233333333332,9653.232000000002
Bulgaria,2021,2823.82,3434.583,1299.855,2403.893,193.783,10155.934,0.9117647058823529,2646.35,2678.806,3209.758,3413.546,1066.112,1268.032,2382.245,2162.252,188.093,187.459,9492.558,9710.095000000001,0.06706217998375141,0.07004422140236133,0.2192480714971785,0.009087226544708837,0.03025099285991506,0.06988379739159867,0.27804631262865637,0.3381848483851904,0.12798970532892398,0.23669836767351976,0.019080765983709624,2716.325333333333,3352.6290000000004,1211.333,2316.1299999999997,189.77833333333334,9786.195666666668
Bulgaria,2022,2703.532,3468.082,1343.364,2137.397,193.306,9845.681,0.9411764705882353,2823.82,2646.35,3434.583,3209.758,1299.855,1066.112,2403.893,2382.245,193.783,188.093,10155.934,9492.558,-0.04259761599535383,0.009753440228406074,0.033472194975593395,-0.11086017555689875,-0.0024615162320739126,-0.030548938187270447,0.27459065553718426,0.352243994092435,0.13644195866187417,0.2170898082113365,0.01963358349716998,2724.5673333333334,3370.807666666666,1236.4436666666668,2307.845,191.72733333333335,9831.391
Bulgaria,2023,2540.266,3527.768,1264.733,2046.582,193.553,9572.902,0.9705882352941176,2703.532,2823.82,3468.082,3434.583,1343.364,1299.855,2137.397,2403.893,193.306,193.783,9845.681,10155.934,-0.06038988996616279,0.0172100890348037,-0.05853290694108226,-0.042488597111346116,0.001277766856693452,-0.02770544769833605,0.2653600757638593,0.36851604664917703,0.13211594561398413,0.21378908924378417,0.02021884272919539,2689.206,3476.811,1302.6506666666667,2195.9573333333333,193.54733333333334,9858.172333333334
Bulgaria,2024,2594.815,3748.692,1320.059,1961.546,189.528,9814.64,1.0,2540.266,2703.532,3527.768,3468.082,1264.733,1343.364,2046.582,2137.397,193.553,193.306,9572.902,9845.681,0.021473735427707252,0.0626242995571138,0.04374520155637596,-0.041550253056071074,-0.020795337711117967,0.02525232160529778,0.26438208635263244,0.3819490067898568,0.1344989729628392,0.19985918994481713,0.019310743949854502,2612.871,3581.5139999999997,1309.3853333333334,2048.508333333333,192.129,9744.407666666666
Croatia,1992,1333.198,928.719,341.761,1974.941,281.331,4859.950000000001,0.058823529411764705,1660.83,2190.058,992.339,1239.605,408.105,492.07,2272.567,1971.244,283.244,437.811,5617.085,6330.788,-0.19727003967895562,-0.06411115556276636,-0.16256600629739892,-0.13096467562892533,-0.006753894168985086,-0.1347914443167585,0.27432339838887226,0.19109641045689768,0.07032191689214909,0.4063706416732682,0.05788763258881264,1728.0286666666668,1053.5543333333333,413.9786666666667,2072.9173333333333,334.1286666666667,5602.607666666667
Croatia,1993,1269.435,968.916,413.576,2058.863,275.716,4986.506,0.08823529411764706,1333.198,1660.83,928.719,992.339,341.761,408.105,1974.941,2272.567,281.331,283.244,4859.950000000001,5617.085,-0.04782710445110194,0.0432821983829339,0.21013222690710753,0.0424934213224597,-0.019958696339898552,0.026040597125484677,0.25457404443111065,0.1943075973437112,0.08293903587000598,0.4128868991634623,0.05529242319170979,1421.1543333333332,963.3246666666668,387.814,2102.123666666667,280.09700000000004,5154.513666666667
Croatia,1994,1318.544,1031.896,444.693,1978.224,253.486,5026.843,0.11764705882352941,1269.435,1333.198,968.916,928.719,413.576,341.761,2058.863,1974.941,275.716,281.331,4986.506,4859.950000000001,0.038685714510786395,0.0650004747573576,0.07523889200533862,-0.039166763402907256,-0.08062644170088062,0.008089231217208948,0.2623006129294271,0.20527714909735592,0.08846367392019205,0.3935320836556861,0.050426480397338845,1307.059,976.5103333333333,400.01000000000005,2004.0093333333334,270.17766666666665,4957.766333333334
Croatia,1995,1203.635,1095.997,482.957,2166.831,253.966,5203.386,0.14705882352941177,1318.544,1269.435,1031.896,968.916,444.693,413.576,1978.224,2058.863,253.486,275.716,5026.843,4986.506,-0.0871484000533923,0.06211963221099803,0.08604587884225756,0.0953415791133867,0.001893595701537798,0.035120054475542783,0.23131764585598683,0.21063150033458983,0.09281590871790021,0.4164271111157235,0.0488078339757996,1263.8713333333335,1032.2696666666668,447.0753333333334,2067.972666666667,261.05600000000004,5072.245
Croatia,1996,1282.935,1224.574,505.369,2426.658,261.108,5700.644,0.17647058823529413,1203.635,1318.544,1095.997,1031.896,482.957,444.693,2166.831,1978.224,253.966,253.486,5203.386,5026.843,0.0658837604423268,0.11731510213987817,0.04640578767882042,0.11991105905352084,0.028121874581636952,0.09556431139262012,0.22505088898727932,0.21481327372837175,0.08865121203849952,0.4256813791564602,0.045803246089389196,1268.3713333333333,1117.489,477.673,2190.571,256.18666666666667,5310.291
Croatia,1997,1415.585,1295.467,508.473,2363.492,262.304,5845.321,0.20588235294117646,1282.935,1203.635,1224.574,1095.997,505.369,482.957,2426.658,2166.831,261.108,253.966,5700.644,5203.386,0.10339572932377727,0.05789196896226767,0.006142046702508397,-0.02603003801936643,0.004580480107847951,0.02537906243575283,0.24217403971484203,0.22162461223258742,0.08698803709839033,0.40433912868087146,0.04487418227330885,1300.7183333333332,1205.346,498.933,2318.9936666666667,259.126,5583.117000000001
Croatia,1998,1405.95,1349.721,521.763,2368.9,277.709,5924.043000000001,0.23529411764705882,1415.585,1282.935,1295.467,1224.574,508.473,505.369,2363.492,2426.658,262.304,261.108,5845.321,5700.644,-0.006806373336818328,0.041879878067137,0.02613708102495127,0.0022881397525356117,0.058729565694766395,0.013467523853694319,0.23732947245656386,0.227837812791028,0.08807549168701172,0.39987893403204533,0.046878289033351034,1368.1566666666665,1289.9206666666666,511.86833333333334,2386.35,267.0403333333333,5823.336
Croatia,1999,1347.242,1445.388,531.877,2484.067,266.517,6075.091,0.2647058823529412,1405.95,1415.585,1349.721,1295.467,521.763,508.473,2368.9,2363.492,277.709,262.304,5924.043000000001,5845.321,-0.04175681923254748,0.07087909279028781,0.019384279835864104,0.04861623538351134,-0.04030117857181437,0.025497451655904557,0.2217649085421107,0.23792038670696453,0.08755045809190347,0.40889379270203524,0.043870453956985994,1389.5923333333333,1363.5253333333333,520.7043333333332,2405.4863333333333,268.8433333333333,5948.151666666668
Croatia,2000,1335.338,1477.566,520.468,2294.89,265.491,5893.753,0.29411764705882354,1347.242,1405.95,1445.388,1349.721,531.877,521.763,2484.067,2368.9,266.517,277.709,6075.091,5924.043000000001,-0.008835829049272492,0.022262534350638186,-0.021450448129924804,-0.07615615842889911,-0.003849660622024187,-0.029849429415954587,0.22656836823667365,0.25070036019493863,0.0883084174039869,0.38937668409246196,0.04504617007193888,1362.8433333333335,1424.2250000000001,524.7026666666667,2382.619,269.9056666666667,5964.295666666668
Croatia,2001,1400.676,1492.788,594.086,2469.763,246.456,6203.769,0.3235294117647059,1335.338,1347.242,1477.566,1445.388,520.468,531.877,2294.89,2484.067,265.491,266.517,5893.753,6075.091,0.04892993384446487,0.010302077876724214,0.14144577572492456,0.07620103795824629,-0.07169734567273467,0.05260077916397243,0.22577823255508062,0.24062598075460256,0.0957621084859865,0.3981068605230143,0.03972681768131598,1361.0853333333332,1471.914,548.8103333333333,2416.24,259.488,6057.537666666666
Croatia,2002,1353.052,1593.842,626.074,2483.313,226.044,6282.325000000001,0.35294117647058826,1400.676,1335.338,1492.788,1477.566,594.086,520.468,2469.763,2294.89,246.456,265.491,6203.769,5893.753,-0.03400072536403853,0.06769480997971589,0.05384405624774846,0.0054863563831835105,-0.08282208588957052,0.01266262493010295,0.2153744035846601,0.2537025703063754,0.09965641701121797,0.3952856625532744,0.03598094654447199,1363.022,1521.3986666666667,580.2093333333333,2415.9886666666666,245.99699999999999,6126.6156666666675
Croatia,2003,1403.685,1722.975,666.293,2706.366,229.447,6728.766,0.38235294117647056,1353.052,1400.676,1593.842,1492.788,626.074,594.086,2483.313,2469.763,226.044,246.456,6282.325000000001,6203.769,0.03742132600964343,0.08101995053462008,0.06424000996687296,0.08982073544494784,0.015054591141547613,0.07106302204995751,0.20860957269133745,0.256061066769152,0.09902157394089793,0.40220836926116915,0.03409941733744345,1385.8043333333333,1603.2016666666668,628.8176666666667,2553.147333333334,233.98233333333334,6404.953333333334
Croatia,2004,1523.582,1766.138,690.263,2701.991,212.425,6894.399,0.4117647058823529,1403.685,1353.052,1722.975,1593.842,666.293,626.074,2706.366,2483.313,229.447,226.044,6728.766,6282.325000000001,0.08541588746763007,0.025051437194387516,0.03597516407946655,-0.0016165588837577793,-0.07418706716583778,0.024615657610920216,0.22098837041488315,0.2561699721759648,0.10011938676598207,0.3919110280678562,0.03081124257531367,1426.773,1694.3183333333334,660.8766666666667,2630.556666666667,222.63866666666664,6635.163333333334
Croatia,2005,1535.997,1833.136,721.259,2826.121,217.513,7134.026,0.4411764705882353,1523.582,1403.685,1766.138,1722.975,690.263,666.293,2701.991,2706.366,212.425,229.447,6894.399,6728.766,0.008148560431929575,0.03793474802082297,0.04490462331024547,0.0459401974321898,0.023951983052842074,0.034756764150145614,0.21530577544853358,0.2569567310239688,0.10110125755078549,0.39614671995868816,0.030489516018024045,1487.7546666666667,1774.0829999999999,692.605,2744.8259999999996,219.795,6919.063666666666
Croatia,2006,1600.307,1950.114,715.28,2658.936,219.217,7143.854,0.47058823529411764,1535.997,1523.582,1833.136,1766.138,721.259,690.263,2826.121,2701.991,217.513,212.425,7134.026,6894.399,0.0418685713578868,0.06381305042288199,-0.008289671255402031,-0.05915705661576409,0.007834014518672383,0.0013776232382669562,0.22401171692478597,0.2729778632094105,0.10012522652338639,0.372199095894177,0.030686097448240125,1553.2953333333335,1849.796,708.9340000000001,2729.016,216.385,7057.426333333334
Croatia,2007,1623.332,2096.104,707.571,2530.131,213.974,7171.111999999999,0.5,1600.307,1535.997,1950.114,1833.136,715.28,721.259,2658.936,2826.121,219.217,217.513,7143.854,7134.026,0.014387864328532007,0.0748622901020144,-0.010777597584162746,-0.04844230925452897,-0.023916940748208493,0.003815587496608819,0.2263710286493922,0.292298321376099,0.09866963450020026,0.3528226863560352,0.02983832911827343,1586.5453333333335,1959.7846666666665,714.7033333333334,2671.729333333333,216.90133333333333,7149.664
Croatia,2008,1628.475,2077.132,754.36,2589.92,227.895,7277.782,0.5294117647058824,1623.332,1600.307,2096.104,1950.114,707.571,715.28,2530.131,2658.936,213.974,219.217,7171.111999999999,7143.854,0.0031681750867966763,-0.009051077618286052,0.06612622620203479,0.023630792239611287,0.06505930627085554,0.014874959420519529,0.22375979384927988,0.2854072848018806,0.10365245894971847,0.35586666377201187,0.031313798627109195,1617.3713333333333,2041.1166666666668,725.7370000000001,2592.9956666666662,220.362,7197.582666666666
Croatia,2009,1371.285,2068.82,758.463,2645.608,223.626,7067.802000000001,0.5588235294117647,1628.475,1623.332,2077.132,2096.104,754.36,707.571,2589.92,2530.131,227.895,213.974,7277.782,7171.111999999999,-0.15793303550868132,-0.004001671535559526,0.005439047669547614,0.021501822450114227,-0.018732310932666363,-0.028852197001778768,0.19401859305056932,0.29271052018718124,0.10731242895598941,0.37431835243828276,0.0316401053679772,1541.0306666666668,2080.6853333333333,740.1313333333334,2588.553,221.83166666666668,7172.232
Croatia,2010,1329.126,1980.608,797.584,2770.882,219.994,7098.194,0.5882352941176471,1371.285,1628.475,2068.82,2077.132,758.463,754.36,2645.608,2589.92,223.626,227.895,7067.802000000001,7277.782,-0.03074415602883429,-0.042638798928858135,0.05157931237252167,0.047351686266446036,-0.016241403056889703,0.004300063867097581,0.18724847475287373,0.27902984900102756,0.11236435634190893,0.3903643659218105,0.030992953982379178,1442.9619999999998,2042.1866666666667,770.1356666666667,2668.8033333333337,223.83833333333334,7147.926
