country,year,industry,transport,services,households,agriculture,total,year_norm,industry_lag1,industry_lag2,transport_lag1,transport_lag2,services_lag1,services_lag2,households_lag1,households_lag2,agriculture_lag1,agriculture_lag2,total_lag1,total_lag2,industry_yoy,transport_yoy,services_yoy,households_yoy,agriculture_yoy,total_yoy,industry_share,transport_share,services_share,households_share,agriculture_share,industry_rm3,transport_rm3,services_rm3,households_rm3,agriculture_rm3,total_rm3
Czechia,2015,6477.94,6195.22,2977.367,6769.51,606.831,23026.868,0.7352941176470589,6331.755,6426.744,5948.768,5738.681,2922.578,3010.066,6554.173,7269.133,615.141,609.855,22372.415,23054.478999999996,0.023087595777158132,0.04142908245875443,0.01874680504677717,0.0328549460015779,-0.01350909791413668,0.02925267567225065,0.28132093344175163,0.2690431021709075,0.12929969460023832,0.2939830983527591,0.02635317143434357,6412.146333333333,5960.889666666667,2970.003666666667,6864.272,610.609,22817.92066666666
Czechia,2016,6412.09,6417.093,3091.444,7090.172,640.619,23651.417999999998,0.7647058823529411,6477.94,6331.755,6195.22,5948.768,2977.367,2922.578,6769.51,6554.173,606.831,615.141,23026.868,22372.415,-0.010165268588470888,0.035813578855956596,0.03831472572914252,0.04736856877381079,0.05567942310132468,0.027122663837739536,0.2711080578762762,0.2713195885337615,0.13070861121307822,0.2997778822394497,0.02708586013743447,6407.261666666666,6187.026999999999,2997.1296666666663,6804.618333333333,620.8636666666666,23016.900333333335
Czechia,2017,6734.121,6617.264,3180.772,7202.965,639.487,24374.609,0.7941176470588235,6412.09,6477.94,6417.093,6195.22,3091.444,2977.367,7090.172,6769.51,640.619,606.831,23651.417999999998,23026.868,0.05022247036457683,0.031193407980841137,0.02889523471879163,0.015908358781705267,-0.001767040940090836,0.030577067303110717,0.27627606252063364,0.271481852283251,0.13049530353492028,0.29551099670973185,0.02623578495146322,6541.383666666666,6409.8589999999995,3083.1943333333334,7020.882333333334,628.9789999999999,23684.29833333333
Czechia,2018,6699.106,6659.891,3127.767,7042.708,620.358,24149.829999999998,0.8235294117647058,6734.121,6412.09,6617.264,6417.093,3180.772,3091.444,7202.965,7090.172,639.487,640.619,24374.609,23651.417999999998,-0.005199639269921064,0.006441786212549427,-0.01666419347252812,-0.02224875450595698,-0.02991303967086123,-0.009221850492042827,0.27739764627742725,0.275773825322994,0.1295150731909914,0.2916255725195581,0.02568788268902928,6615.105666666667,6564.749333333333,3133.3276666666666,7111.948333333333,633.4879999999999,24058.618999999995
Czechia,2019,6618.619,6778.778,3191.895,6963.387,635.277,24187.956,0.8529411764705882,6699.106,6734.121,6659.891,6617.264,3127.767,3180.772,7042.708,7202.965,620.358,639.487,24149.829999999998,24374.609,-0.012014588215203625,0.01785119306006666,0.020502805995459505,-0.011262855140380612,0.024049016858007866,0.0015787274693030984,0.27363283611066597,0.28025427200214853,0.13196216331797528,0.2878865415498523,0.026264187019357902,6683.948666666667,6685.310999999999,3166.8113333333336,7069.686666666666,631.7073333333333,24237.464999999997
Czechia,2020,6567.069,6377.501,2987.13,7148.052,637.872,23717.624,0.8823529411764706,6618.619,6699.106,6778.778,6659.891,3191.895,3127.767,6963.387,7042.708,635.277,620.358,24187.956,24149.829999999998,-0.007788633852469751,-0.0591960674918105,-0.06415154633846032,0.026519422229440925,0.004084832285758733,-0.019444884057172818,0.2768856188967327,0.2688929127133477,0.12594558375661913,0.30138145372403236,0.026894430909268144,6628.264666666667,6605.389999999999,3102.2639999999997,7051.382333333332,631.169,24018.47
Czechia,2021,7013.271,6749.252,2966.844,7864.166,642.03,25235.563000000002,0.9117647058823529,6567.069,6618.619,6377.501,6778.778,2987.13,3191.895,7148.052,6963.387,637.872,635.277,23717.624,24187.956,0.06794538019929419,0.05829101398808101,-0.006791133964708651,0.10018309883587873,0.0065185491760102465,0.06400046648854896,0.2779122066743666,0.26745002677372404,0.11756599208822882,0.311630297291168,0.025441477172512456,6732.986333333333,6635.177000000001,3048.6229999999996,7325.201666666667,638.393,24380.380999999998
Czechia,2022,6564.625,6888.929,2889.892,7157.766,613.167,24114.379,0.9411764705882353,7013.271,6567.069,6749.252,6377.501,2966.844,2987.13,7864.166,7148.052,642.03,637.872,25235.563000000002,23717.624,-0.06397100582595483,0.020695182221674324,-0.025937325993547478,-0.08982516391439355,-0.04495584318489787,-0.04442872940857312,0.27222865660359735,0.2856772301704307,0.11984102928796134,0.2968256408344581,0.02542744310355245,6714.988333333334,6671.894,2947.9553333333333,7389.9946666666665,631.023,24355.855333333337
Czechia,2023,5966.333,7027.815,2693.4,6416.158,601.905,22705.610999999997,0.9705882352941176,6564.625,7013.271,6888.929,6749.252,2889.892,2966.844,7157.766,7864.166,613.167,642.03,24114.379,25235.563000000002,-0.09113879315269346,0.020160753580128254,-0.06799285232804542,-0.10360886343588194,-0.018366937555348017,-0.0584202479358894,0.26276910143488325,0.3095188673848064,0.11862266115631068,0.28258028378976463,0.026509086234235233,6514.7429999999995,6888.665333333333,2850.0453333333335,7146.03,619.034,24018.517666666667
Czechia,2024,5671.87,7313.13,2746.66,6229.411,608.383,22569.454,1.0,5966.333,6564.625,7027.815,6888.929,2693.4,2889.892,6416.158,7157.766,601.905,613.167,22705.610999999997,24114.379,-0.049354100751667684,0.04059796679337757,0.01977426301329177,-0.029105735862489768,0.010762495742683731,-0.0059966234777824035,0.2513073643695589,0.3240277766577782,0.12169811462873668,0.27601070898746594,0.026956035356460108,6067.609333333333,7076.624666666666,2776.6506666666664,6601.111666666667,607.8183333333334,23129.81466666666
Estonia,1992,1399.113,408.349,280.171,773.142,400.205,3260.9799999999996,0.058823529411764705,2434.963,2356.667,756.253,832.38,270.713,287.527,885.008,1006.216,706.702,678.072,5053.639000000001,5160.862,-0.42540687476565353,-0.46003652216916835,0.034937369095684234,-0.12640111727803593,-0.43370048478708145,-0.35472636648561584,0.4290467896153918,0.12522278578832133,0.08591619697146258,0.23708885059092671,0.1227253770338978,2063.581,665.6606666666667,279.4703333333334,888.122,594.993,4491.827
Estonia,1993,1265.369,434.262,135.232,751.733,216.755,2803.3509999999997,0.08823529411764706,1399.113,2434.963,408.349,756.253,280.171,270.713,773.142,885.008,400.205,706.702,3260.9799999999996,5053.639000000001,-0.09559199292694742,0.06345797344918203,-0.5173233489547455,-0.027690902835443065,-0.4583900750865182,-0.14033480732785852,0.4513772980978836,0.1549081795322812,0.048239410619647705,0.2681551471792152,0.07731996457097239,1699.8149999999998,532.9546666666666,228.70533333333333,803.2943333333334,441.22066666666666,3705.99
Estonia,1994,1041.484,535.112,267.426,888.218,104.35,2836.5899999999997,0.11764705882352941,1265.369,1399.113,434.262,408.349,135.232,280.171,751.733,773.142,216.755,400.205,2803.3509999999997,3260.9799999999996,-0.17693257856008804,0.2322330758850646,0.9775349029815428,0.1815604742641337,-0.5185808862540657,0.011856881282436671,0.3671605695571091,0.18864622663127206,0.09427728363986336,0.31312879196500026,0.036787128206755296,1235.322,459.241,227.60966666666664,804.3643333333333,240.43666666666664,2966.9736666666663
Estonia,1995,755.208,525.281,171.976,1082.343,83.079,2617.887,0.14705882352941177,1041.484,1265.369,535.112,434.262,267.426,135.232,888.218,751.733,104.35,216.755,2836.5899999999997,2803.3509999999997,-0.27487316175764576,-0.01837185486402848,-0.3569211669770329,0.2185555798238723,-0.20384283660757074,-0.07710067369623375,0.28847998404820374,0.20065075383314862,0.0656926750467075,0.4134414510633958,0.031735136008544294,1020.687,498.2183333333333,191.54466666666667,907.4313333333333,134.72799999999998,2752.6093333333333
Estonia,1996,857.226,554.58,222.967,1147.364,98.715,2880.8520000000003,0.17647058823529413,755.208,1041.484,525.281,535.112,171.976,267.426,1082.343,888.218,83.079,104.35,2617.887,2836.5899999999997,0.13508596307242504,0.05577776466310436,0.2965006745127228,0.060074301769402094,0.1882064059509625,0.10044933184663818,0.2975598885329756,0.19250555044132778,0.07739620084613857,0.3982724555096895,0.034265904669868494,884.6393333333332,538.3243333333334,220.78966666666668,1039.3083333333334,95.38133333333333,2778.4429999999998
Estonia,1997,777.581,581.961,249.101,1146.558,83.039,2838.2400000000002,0.20588235294117646,857.226,755.208,554.58,525.281,222.967,171.976,1147.364,1082.343,98.715,83.079,2880.8520000000003,2617.887,-0.09291015438169159,0.04937249810667521,0.11721017011486001,-0.0007024797710230013,-0.1588005875500177,-0.014791457527148277,0.2739659084503072,0.20504291391848467,0.08776600992164157,0.40396795197023505,0.029257215739331415,796.6716666666666,553.9406666666667,214.68133333333333,1125.4216666666669,88.27766666666666,2778.993
Estonia,1998,684.074,600.143,248.406,1000.777,86.879,2620.279,0.23529411764705882,777.581,857.226,581.961,554.58,249.101,222.967,1146.558,1147.364,83.039,98.715,2838.2400000000002,2880.8520000000003,-0.12025370990289119,0.031242643407376036,-0.002790032958518762,-0.12714664238529583,0.0462433314466697,-0.07679442189525909,0.26106914569021084,0.22903782383479013,0.09480135512287051,0.3819352824641956,0.03315639288793293,772.9603333333333,578.8946666666667,240.158,1098.2330000000002,89.54433333333333,2779.790333333334
Estonia,1999,568.583,558.357,276.187,954.78,56.254,2414.161,0.2647058823529412,684.074,777.581,600.143,581.961,248.406,249.101,1000.777,1146.558,86.879,83.039,2620.279,2838.2400000000002,-0.16882822618605586,-0.06962673896054783,0.11183707317858671,-0.045961288079162554,-0.3525017553148633,-0.07866261569855726,0.23551991768568872,0.23128407757394803,0.11440289193637045,0.3954914357410297,0.023301677062963072,676.746,580.1536666666667,257.89799999999997,1034.0383333333332,75.39066666666668,2624.226666666667
Estonia,2000,579.493,556.44,288.156,926.31,58.096,2408.495,0.29411764705882354,568.583,684.074,558.357,600.143,276.187,248.406,954.78,1000.777,56.254,86.879,2414.161,2620.279,0.019188051700455455,-0.0034332873054334634,0.04333657992591977,-0.029818387481932995,0.032744338180396015,-0.002346985143078739,0.2406037795386746,0.23103224212630713,0.11964151887381955,0.38460117210124994,0.024121287359948847,610.7166666666666,571.6466666666666,270.91633333333334,960.6223333333334,67.07633333333332,2480.978333333333
Estonia,2001,642.945,662.048,296.163,946.972,99.565,2647.6929999999998,0.3235294117647059,579.493,568.583,556.44,558.357,288.156,276.187,926.31,954.78,58.096,56.254,2408.495,2414.161,0.10949571435720529,0.18979225073682682,0.02778703202432009,0.02230570759249062,0.7138012944092538,0.09931430208491188,0.24283215614499118,0.2500471164897139,0.11185700154814023,0.35765929055974394,0.03760443525741089,597.0070000000001,592.2816666666666,286.83533333333327,942.6873333333333,71.30499999999999,2490.116333333333
Estonia,2002,584.173,694.411,299.255,915.904,108.8,2602.543,0.35294117647058826,642.945,579.493,662.048,556.44,296.163,288.156,946.972,926.31,99.565,58.096,2647.6929999999998,2408.495,-0.09141061832660657,0.04888316255014735,0.010440196783527922,-0.032807728211604936,0.09275347762768038,-0.017052581247145926,0.22446238160137988,0.266820183182372,0.11498561214934777,0.3519265579857854,0.041805265081114894,602.2036666666667,637.6329999999999,294.52466666666663,929.7286666666665,88.82033333333334,2552.9103333333333
Estonia,2003,664.09,671.886,338.588,924.163,113.202,2711.929,0.38235294117647056,584.173,642.945,694.411,662.048,299.255,296.163,915.904,946.972,108.8,99.565,2602.543,2647.6929999999998,0.13680365234271363,-0.032437562192995206,0.1314364003943127,0.009017320592551226,0.04045955882352947,0.0420304294684084,0.2448773548275047,0.24775206135558855,0.12485135119687868,0.3407769893680845,0.04174224325194354,630.4026666666667,676.1149999999999,311.3353333333333,929.0129999999999,107.18900000000001,2654.055
Estonia,2004,681.833,682.464,380.535,921.954,103.693,2770.4790000000003,0.4117647058823529,664.09,584.173,671.886,694.411,338.588,299.255,924.163,915.904,113.202,108.8,2711.929,2602.543,0.02671776415847238,0.015743742241987713,0.12388802910912378,-0.00239027098033584,-0.08400028268051807,0.021589798257992898,0.24610653969945265,0.24633429814844293,0.13735350457447973,0.3327778337247818,0.037427823852842775,643.3653333333333,682.9203333333334,339.4593333333333,920.6736666666666,108.565,2694.983666666667
Estonia,2005,710.314,717.906,388.669,889.167,103.226,2809.2819999999997,0.4411764705882353,681.833,664.09,682.464,671.886,380.535,338.588,921.954,924.163,103.693,113.202,2770.4790000000003,2711.929,0.04177122550536572,0.05193240962160628,0.021375169169721486,-0.035562511795599216,-0.0045036791297387024,0.01400588129345115,0.25284538896415526,0.25554785884791914,0.13835172118712183,0.3165104108451911,0.036744620155612716,685.4123333333333,690.752,369.26399999999995,911.7613333333334,106.707,2763.896666666667
Estonia,2006,684.66,767.853,397.078,881.169,97.724,2828.484,0.47058823529411764,710.314,681.833,717.906,682.464,388.669,380.535,889.167,921.954,103.226,103.693,2809.2819999999997,2770.4790000000003,-0.03611642175150709,0.06957317531821716,0.021635376116952987,-0.008994935709489948,-0.0533005250615155,0.006835198459962388,0.242058996975058,0.2714715727577034,0.14038545029775668,0.31153402317283746,0.034549956796644424,692.2689999999999,722.741,388.7606666666666,897.43,101.54766666666666,2802.7483333333334
Estonia,2007,755.286,803.603,409.878,961.519,92.934,3023.2200000000003,0.5,684.66,710.314,767.853,717.906,397.078,388.669,881.169,889.167,97.724,103.226,2828.484,2809.2819999999997,0.10315485058277107,0.046558390733643096,0.03223548018273492,0.09118568628719359,-0.049015594940853946,0.06884818864098241,0.24982832873558652,0.2658102949834944,0.1355766368309286,0.31804466760606237,0.030740071843927994,716.7533333333332,763.1206666666667,398.5416666666666,910.6183333333333,97.96133333333334,2886.995333333333
Estonia,2008,732.029,777.763,433.181,951.951,94.87,2989.794,0.5294117647058824,755.286,684.66,803.603,767.853,409.878,397.078,961.519,881.169,92.934,97.724,3023.2200000000003,2828.484,-0.03079230913852493,-0.03215518110310678,0.05685350274959866,-0.009950921406649216,0.020831988292767,-0.011056423283783645,0.2448426212642075,0.26013932732489264,0.1448865707804618,0.3184001974717991,0.031731283158639025,723.9916666666667,783.073,413.37899999999996,931.5463333333333,95.176,2947.1659999999997
Estonia,2009,529.854,713.25,418.577,970.068,92.706,2724.455,0.5588235294117647,732.029,755.286,777.763,803.603,433.181,409.878,951.951,961.519,94.87,92.934,2989.794,3023.2200000000003,-0.27618441345902955,-0.08294686170465815,-0.03371339001479745,0.019031441744375543,-0.02281016127332136,-0.08874825489649119,0.19448073100858707,0.2617954783617274,0.15363696592529516,0.35605946877448885,0.03402735592990158,672.3896666666667,764.872,420.5453333333333,961.1793333333334,93.50333333333333,2912.4896666666664
Estonia,2010,577.671,754.608,424.239,1026.849,94.779,2878.146,0.5882352941176471,529.854,732.029,713.25,777.763,418.577,433.181,970.068,951.951,92.706,94.87,2724.455,2989.794,0.09024561482974547,0.05798527865404823,0.013526782408015636,0.058533010057026935,0.02236101223221798,0.05641164930233766,0.200709415019252,0.26218544854917014,0.14740009714587096,0.3567744652286576,0.032930574057049224,613.1846666666667,748.5403333333334,425.3323333333333,982.956,94.11833333333334,2864.1316666666667
Estonia,2011,586.045,749.262,402.178,935.253,108.177,2780.915,0.6176470588235294,577.671,529.854,754.608,713.25,424.239,418.577,1026.849,970.068,94.779,92.706,2878.146,2724.455,0.01449614053674142,-0.007084472997900937,-0.05200134829659697,-0.08920104124364914,0.14136042794289883,-0.033782511380590186,0.2107381922856326,0.2694300257289417,0.14462074533022404,0.33631125007416623,0.03889978658103538,564.5233333333334,739.04,414.9979999999999,977.39,98.55399999999999,2794.505333333333
Estonia,2012,564.247,757.812,423.52,970.828,110.044,2826.451,0.6470588235294118,586.045,577.671,749.262,754.608,402.178,424.239,935.253,1026.849,108.177,94.779,2780.915,2878.146,-0.03719509593973158,0.01141122864899069,0.053066055328734985,0.03803783575139552,0.017258751860376842,0.016374466677334665,0.1996309152361035,0.2681143242886574,0.14984162117086056,0.34347950840117164,0.03893363090320688,575.9876666666667,753.8939999999999,416.6456666666666,977.6433333333333,104.33333333333333,2828.5040000000004
Estonia,2013,639.597,739.198,417.892,933.506,109.435,2839.628,0.6764705882352942,564.247,586.045,757.812,749.262,423.52,402.178,970.828,935.253,110.044,108.177,2826.451,2780.915,0.1335408074832476,-0.02456282033010826,-0.013288628636191846,-0.03844347299418638,-0.005534149976373026,0.004662030228013814,0.2252397144978145,0.2603150835250251,0.1471643468792391,0.32874235639316135,0.038538498704759915,596.6296666666666,748.7573333333333,414.53,946.529,109.21866666666666,2815.664666666667
Estonia,2014,555.819,741.51,457.642,888.143,130.375,2773.489,0.7058823529411765,639.597,564.247,739.198,757.812,417.892,423.52,933.506,970.828,109.435,110.044,2839.628,2826.451,-0.13098560499814726,0.0031277140901355693,0.095120270309075,-0.04859422435420868,0.19134646136976285,-0.02329143113112009,0.20040425615533358,0.2673563875681497,0.1650058824823174,0.3202258959743486,0.04700757781985074,586.5543333333334,746.1733333333333,433.018,930.8256666666666,116.618,2813.1893333333333
Estonia,2015,535.033,760.004,465.395,857.435,131.79,2749.657,0.7352941176470589,555.819,639.597,741.51,739.198,457.642,417.892,888.143,933.506,130.375,109.435,2773.489,2839.628,-0.037397066311155136,0.024940998772774448,0.01694118983834514,-0.03457551317749519,0.010853307766059306,-0.008592786919291884,0.19458172419323574,0.27639956547307537,0.16925565625094327,0.3118334395890105,0.047929614493735034,576.8163333333333,746.904,446.9763333333333,893.0279999999999,123.86666666666667,2787.5913333333338
Estonia,2016,457.757,776.895,498.236,930.578,129.73,2793.196,0.7647058823529411,535.033,555.819,760.004,741.51,465.395,457.642,857.435,888.143,131.79,130.375,2749.657,2773.489,-0.14443221259249428,0.022224883026931375,0.07056586340635373,0.08530442540833993,-0.015630927991501675,0.015834338610233756,0.1638828782512935,0.27813837625429794,0.17837487952868328,0.33315886174833415,0.04644500421739112,516.203,759.4696666666667,473.7576666666666,892.052,130.63166666666666,2772.114
Estonia,2017,462.926,803.862,466.591,940.914,131.657,2805.95,0.7941176470588235,457.757,535.033,776.895,760.004,498.236,465.395,930.578,857.435,129.73,131.79,2793.196,2749.657,0.011292017380400532,0.03471125441661993,-0.06351407766600559,0.011107075387554843,0.014853927387651344,0.004566095612337895,0.16498013150626348,0.2864847912471712,0.1662862845025749,0.3353281419839983,0.04692065075999217,485.23866666666663,780.2536666666666,476.7406666666666,909.6423333333332,131.059,2782.934333333333
Estonia,2018,485.921,834.796,490.285,941.042,124.184,2876.2280000000005,0.8235294117647058,462.926,457.757,803.862,776.895,466.591,498.236,940.914,930.578,131.657,129.73,2805.95,2793.196,0.04967316590556581,0.038481729451075086,0.05078109093403005,0.00013603793757988036,-0.05676112929810051,0.025046062830770488,0.1689438389446177,0.29023985581115264,0.1704611039180482,0.32717920832423575,0.04317599300194559,468.868,805.1843333333333,485.03733333333327,937.5113333333334,128.52366666666668,2825.1246666666666
Estonia,2019,459.307,839.841,462.14,951.351,112.796,2825.435,0.8529411764705882,485.921,462.926,834.796,803.862,490.285,466.591,941.042,940.914,124.184,131.657,2876.2280000000005,2805.95,-0.05477021985055175,0.006043392637242961,-0.05740538666285944,0.01095487767814829,-0.0917026347999742,-0.017659587487501183,0.16256151707613165,0.29724307938423644,0.1635641945399558,0.3367095686150982,0.039921640384577954,469.38466666666665,826.1663333333335,473.0053333333333,944.4356666666666,122.879,2835.8710000000005
Estonia,2020,408.037,795.628,467.154,944.704,109.366,2724.889,0.8823529411764706,459.307,485.921,839.841,834.796,462.14,490.285,951.351,941.042,112.796,124.184,2825.435,2876.2280000000005,-0.11162468675635262,-0.052644488659162825,0.010849526117626684,-0.006986905989482373,-0.030408879747508832,-0.03558602480679962,0.14974444830596767,0.2919854717017831,0.17143964396347888,0.34669448920671625,0.040135946822054035,451.0883333333333,823.4216666666667,473.193,945.699,115.44866666666667,2808.8506666666667
Estonia,2021,383.584,840.249,511.934,965.256,88.114,2789.137,0.9117647058823529,408.037,459.307,795.628,839.841,467.154,462.14,944.704,951.351,109.366,112.796,2724.889,2825.435,-0.05992838884708984,0.05608274218604681,0.09585704071890655,0.02175496240092145,-0.19431998975915732,0.023578208139854562,0.13752784463437973,0.3012577008587244,0.1835456630491797,0.3460769406450812,0.031591850812634874,416.97599999999994,825.2393333333333,480.4093333333333,953.7703333333334,103.42533333333334,2779.820333333333
Estonia,2022,358.4,845.746,455.451,963.88,96.826,2720.303,0.9411764705882353,383.584,408.037,840.249,795.628,511.934,467.154,965.256,944.704,88.114,109.366,2789.137,2724.889,-0.06565445899724709,0.006542108351214937,-0.11033258193439,-0.0014255285644430016,0.09887191592709432,-0.024679318369804082,0.13175002931658716,0.3109013959106761,0.16742656976079504,0.35432817594216526,0.035593829069776414,383.3403333333333,827.2076666666667,478.17966666666666,957.9466666666667,98.10200000000002,2744.7763333333332
Estonia,2023,337.166,845.792,361.21,935.976,81.732,2561.876,0.9705882352941176,358.4,383.584,845.746,840.249,455.451,511.934,963.88,965.256,96.826,88.114,2720.303,2789.137,-0.0592466517857142,5.4389852272462846e-05,-0.20691797800422007,-0.02894966178362446,-0.15588788135418163,-0.0582387329646733,0.13160902401209112,0.33014556520299965,0.14099433383973306,0.36534789349679686,0.03190318344837923,359.7166666666667,843.9290000000001,442.865,955.0373333333333,88.89066666666668,2690.438666666667
Estonia,2024,462.562,864.947,389.32,938.747,36.865,2692.441,1.0,337.166,358.4,845.792,845.746,361.21,455.451,935.976,963.88,81.732,96.826,2561.876,2720.303,0.37191175859962167,0.02264741212969623,0.07782176573184585,0.0029605459969057613,-0.5489526745950178,0.05096460562494021,0.17180023629115737,0.32125012210109716,0.14459741179101046,0.3486601934824199,0.013692036334315219,386.04266666666666,852.1616666666667,401.99366666666657,946.201,71.80766666666666,2658.2066666666665
Hungary,1992,4068.408,2502.627,1988.226,6366.602,757.635,15683.498000000001,0.058823529411764705,5063.927,6021.92,2589.946,2954.047,2399.012,2022.054,6968.345,6720.543,959.724,1137.051,17980.953999999998,18855.614999999998,-0.19659031419686734,-0.03371460254383685,-0.1712313235615328,-0.08635378988841691,-0.21056991385023194,-0.12777164103751093,0.25940692567436163,0.15957071566559958,0.1267718464337484,0.4059427303781337,0.048307781848156574,5051.418333333333,2682.2066666666665,2136.4306666666666,6685.163333333333,951.4699999999999,17506.689
Hungary,1993,3818.268,2495.02,2401.029,6323.553,671.522,15709.392000000002,0.08823529411764706,4068.408,5063.927,2502.627,2589.946,1988.226,2399.012,6366.602,6968.345,757.635,959.724,15683.498000000001,17980.953999999998,-0.06148350902859301,-0.0030396059820341215,0.20762378119992397,-0.006761691715612139,-0.11366027176674776,0.0016510347372760137,0.24305638308599084,0.1588234605133031,0.1528403518099236,0.40253327436224134,0.04274653022854099,4316.867666666666,2529.197666666667,2262.7556666666665,6552.833333333333,796.2936666666668,16457.948
Hungary,1994,3505.723,2432.143,2633.928,6202.577,683.49,15457.860999999999,0.11764705882352941,3818.268,4068.408,2495.02,2502.627,2401.029,1988.226,6323.553,6366.602,671.522,757.635,15709.392000000002,15683.498000000001,-0.0818551762212606,-0.02520100039278239,0.09699966139517668,-0.01913101700895048,0.017822200910766917,-0.016011504455423986,0.22679224505900267,0.15734020379663138,0.17039407975010257,0.40125713382983585,0.044216337564427576,3797.4663333333333,2476.596666666667,2341.0609999999997,6297.577333333334,704.2156666666666,15616.917000000001
Hungary,1995,3469.643,2497.499,2641.469,6200.435,664.351,15473.397000000003,0.14705882352941177,3505.723,3818.268,2432.143,2495.02,2633.928,2401.029,6202.577,6323.553,683.49,671.522,15457.860999999999,15709.392000000002,-0.010291742958585148,0.026871775220453697,0.002863024349944343,-0.00034534033192978875,-0.02800187274137156,0.001005054968472363,0.2242327912868777,0.16140599249150006,0.17071034886521683,0.4007158221300726,0.042935045226332645,3597.878,2474.8873333333336,2558.8086666666663,6242.188333333334,673.1210000000001,15546.883333333337
Hungary,1996,3650.668,2491.695,2983.461,6235.352,710.355,16071.530999999999,0.17647058823529413,3469.643,3505.723,2497.499,2432.143,2641.469,2633.928,6200.435,6202.577,664.351,683.49,15473.397000000003,15457.860999999999,0.05217395564903948,-0.002323924854424231,0.1294703818216303,0.005631379088725241,0.06924652781436325,0.03865563586328169,0.22715122784506345,0.15503781189234556,0.18563639021073972,0.38797498508387285,0.044199584967978475,3542.0113333333334,2473.779,2752.9526666666666,6212.7880000000005,686.0653333333333,15667.596333333335
Hungary,1997,3506.255,2629.31,2887.651,5833.068,692.92,15549.204,0.20588235294117646,3650.668,3469.643,2491.695,2497.499,2983.461,2641.469,6235.352,6200.435,710.355,664.351,16071.530999999999,15473.397000000003,-0.0395579658298153,0.0552294723070037,-0.03211370954740145,-0.06451664637377319,-0.02454406599517156,-0.03250013953244402,0.22549417963774868,0.16909611578830658,0.18571053540747165,0.3751361162925125,0.04456305287396062,3542.188666666667,2539.501333333333,2837.5269999999996,6089.618333333333,689.2086666666668,15698.044000000002
Hungary,1998,3435.181,2905.959,2922.513,5634.655,710.069,15608.376999999997,0.23529411764705882,3506.255,3650.668,2629.31,2491.695,2887.651,2983.461,5833.068,6235.352,692.92,710.355,15549.204,16071.530999999999,-0.020270630630116804,0.10521733838915903,0.012072788574519544,-0.03401520434872363,0.024748888760607324,0.0038055324246821787,0.22008572704260032,0.186179447100746,0.18724003142671403,0.36100197989835847,0.04549281453158135,3530.701333333334,2675.654666666667,2931.2083333333335,5901.025000000001,704.448,15743.037333333332
Hungary,1999,3316.405,3084.451,2961.838,5779.695,722.582,15864.971,0.2647058823529412,3435.181,3506.255,2905.959,2629.31,2922.513,2887.651,5634.655,5833.068,710.069,692.92,15608.376999999997,15549.204,-0.034576344012149485,0.061422752351289356,0.013455885397259282,0.025740706396398805,0.017622231078951556,0.01643950552962692,0.2090394618433277,0.19441894977305663,0.1866904137423258,0.36430542482554806,0.045545749815741866,3419.2803333333336,2873.24,2924.000666666667,5749.1393333333335,708.5236666666666,15674.184
Hungary,2000,3258.963,3061.374,3026.274,5601.853,670.22,15618.684,0.29411764705882354,3316.405,3435.181,3084.451,2905.959,2961.838,2922.513,5779.695,5634.655,722.582,710.069,15864.971,15608.376999999997,-0.017320562476537127,-0.0074817204098882595,0.021755409985286134,-0.03077013579436283,-0.07246513198502036,-0.015523948956477795,0.20865797656191779,0.19600716680099295,0.19375985838499582,0.3586635724238995,0.04291142582819398,3336.849666666667,3017.2613333333334,2970.2083333333335,5672.067666666667,700.957,15697.344
Hungary,2001,3394.447,3218.114,3199.631,6009.595,632.889,16454.676,0.3235294117647059,3258.963,3316.405,3061.374,3084.451,3026.274,2961.838,5601.853,5779.695,670.22,722.582,15618.684,15864.971,0.04157273341243828,0.05119923276280525,0.057283973625653184,0.07278698673456807,-0.05569962101996362,0.05352512413978028,0.20629072246697536,0.1955744373210387,0.19445116998961268,0.36522110796955226,0.03846256225282103,3323.271666666667,3121.3129999999996,3062.581,5797.047666666666,675.2303333333333,15979.443666666666
Hungary,2002,3459.363,3417.473,2967.144,6016.637,653.787,16514.404,0.35294117647058826,3394.447,3258.963,3218.114,3061.374,3199.631,3026.274,6009.595,5601.853,632.889,670.22,16454.676,15618.684,0.019124175454794168,0.06194901734369873,-0.07266056617153671,0.0011717927747210144,0.03302000824789175,0.0036298496548943238,0.2094754978744616,0.20693892434749692,0.1796700625708321,0.36432662056711224,0.03958889464009722,3370.924333333334,3232.320333333333,3064.3496666666665,5876.028333333333,652.2986666666667,16195.921333333332
Hungary,2003,3374.825,3574.842,3085.163,6603.918,616.172,17254.92,0.38235294117647056,3459.363,3394.447,3417.473,3218.114,2967.144,3199.631,6016.637,6009.595,653.787,632.889,16514.404,16454.676,-0.02443744700975292,0.046048352101099255,0.03977528559449772,0.09760951175881138,-0.057534028666828774,0.044840613079345726,0.19558624438710814,0.20717812658650406,0.1787990323919207,0.38272666578575854,0.03570993084870867,3409.545,3403.4763333333335,3083.979333333333,6210.05,634.2826666666666,16741.333333333332
