model,seq_len,hidden_dim,lr,rmse_val,mae_val,r2_val,rmse_test,mae_test,r2_test,runtime_sec
RNN_Elman_scratch,3,16,0.001,19108.666079335133,12685.29612009871,-0.00743242504916064,18417.732891629854,12277.94459512901,-0.0033296534312337034,3.655
