model,inputs,rules,rmse_val,mae_val,r2_val,rmse_test,mae_test,r2_test,runtime_sec
FuzzySugeno_concept,"year_norm,industry_lag1",9,2392.4053597035772,1735.7843038628966,0.9842671815970562,2938.7902016227426,2278.047655070455,0.9744548490133527,0.035
