model,rmse_train,mae_train,r2_train,rmse_val,mae_val,r2_val,rmse_test,mae_test,r2_test,runtime_sec,hidden_layers,alpha,lr
MLPRegressor,,,,12338.20040249213,8490.587550722335,0.5815528287026304,11823.744442662517,8269.142063618816,0.5864944182315303,1.579,64-32,0.0001,0.001
