model,K,gamma,lambda,rmse_val,mae_val,r2_val,rmse_test,mae_test,r2_test
RBF_scratch,25,10.0,0.001,17066.432637855032,8804.596152693524,0.1993872571179196,17483.646184845773,11188.636668172308,0.09586074405229261
